               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.031249,             0.10885,          0.00082851,              0.8567,             0.88929,             0.90454,             0.60642,            0.025572,            0.067127,           0.0004558,            0.001882,            0.001882,            0.001882
                  84,            0.031635,             0.11029,          0.00083485,             0.84336,             0.89179,             0.90792,             0.61311,            0.025458,            0.067703,          0.00046127,            0.001783,            0.001783,            0.001783
                  85,            0.031234,             0.10895,          0.00087055,             0.84757,             0.89483,             0.90719,             0.60265,            0.025189,            0.066857,           0.0004483,            0.001684,            0.001684,            0.001684
                  86,            0.031171,             0.10847,          0.00073572,             0.86519,             0.88831,             0.91173,             0.61627,            0.025295,            0.067226,          0.00043942,            0.001585,            0.001585,            0.001585
                  87,            0.031085,             0.10773,          0.00069327,              0.8629,             0.87601,             0.91149,             0.62104,            0.025208,            0.066407,           0.0005196,            0.001486,            0.001486,            0.001486
                  88,            0.031439,             0.11148,          0.00084414,             0.85777,             0.88568,             0.91318,             0.61831,            0.025297,            0.066082,          0.00049725,            0.001387,            0.001387,            0.001387
                  89,            0.031523,             0.10923,          0.00085035,             0.85508,             0.88507,              0.9152,             0.62469,            0.025138,            0.066955,          0.00044781,            0.001288,            0.001288,            0.001288
                  90,             0.03071,             0.10695,          0.00074184,             0.85328,             0.88197,             0.91044,             0.61987,            0.024967,            0.067265,           0.0004289,            0.001189,            0.001189,            0.001189
                  91,            0.031082,             0.10889,          0.00084035,             0.85379,             0.89471,             0.90916,             0.60815,             0.02504,            0.066874,          0.00046664,             0.00109,             0.00109,             0.00109
                  92,            0.031315,             0.10989,          0.00072567,             0.85651,             0.89334,             0.90603,             0.61014,            0.025225,            0.067483,          0.00048113,            0.000991,            0.000991,            0.000991
                  93,            0.031069,             0.10792,          0.00070196,             0.84266,             0.89717,              0.9062,             0.61886,            0.025301,            0.066828,          0.00047855,            0.000892,            0.000892,            0.000892
                  94,            0.030774,             0.10682,          0.00077504,             0.85218,             0.89837,             0.90795,             0.61327,            0.025282,            0.067825,           0.0004497,            0.000793,            0.000793,            0.000793
                  95,            0.030927,             0.10942,          0.00075404,             0.85222,             0.90539,              0.9096,             0.61353,            0.025447,            0.071098,          0.00043183,            0.000694,            0.000694,            0.000694
                  96,            0.030809,              0.1064,          0.00066339,              0.8539,             0.88808,             0.91105,             0.61393,             0.02516,            0.067941,          0.00046359,            0.000595,            0.000595,            0.000595
                  97,            0.030755,             0.10893,          0.00076111,             0.86367,              0.8917,             0.90627,             0.61552,            0.025184,             0.06753,          0.00045865,            0.000496,            0.000496,            0.000496
                  98,            0.030663,             0.10933,          0.00071461,             0.86309,             0.88877,             0.91039,             0.61744,            0.025033,            0.067451,          0.00044669,            0.000397,            0.000397,            0.000397
                  99,            0.030768,             0.10682,          0.00072432,              0.8659,             0.87596,             0.91065,              0.6157,            0.025173,            0.068243,           0.0004364,            0.000298,            0.000298,            0.000298
